Word,Lemma_spacy,PoS_tag_spacy,Spelling,DomPoSLemma,Dom_PoS_SUBTLEX,Pipeline_step,Pipeline_source,Lemma_before_step4,Step4_special_case,Lemma_pipeline_final
dolmens,dolmen,NOUN,dolmens,dolmens,,1,Step 1: SUBTLEX-UK,dolmens,False,dolmens
domed,dome,VERB,domed,domed,Verb,1,Step 1: SUBTLEX-UK,domed,False,domed
domineering,domineer,VERB,domineering,domineering,Verb,1,Step 1: SUBTLEX-UK,domineering,False,domineering
dons,don,NOUN,dons,dons,Noun,1,Step 1: SUBTLEX-UK,dons,False,dons
DOOLIN'S,doolin',NOUN,,,,3,Step 3: spaCy fallback,doolin',True,DOOLIN'S
doormen,doormen,PROPN,doormen,doorman,Noun,1,Step 1: SUBTLEX-UK,doorman,False,doorman
dopiest,dopey,ADJ,dopiest,dopiest,,1,Step 1: SUBTLEX-UK,dopiest,False,dopiest
dormered,dormere,VERB,dormered,dormered,,1,Step 1: SUBTLEX-UK,dormered,False,dormered
dormice,dormice,PROPN,dormice,dormouse,,1,Step 1: SUBTLEX-UK,dormouse,False,dormouse
Dostoevsky's,dostoevsky',NOUN,,,,3,Step 3: spaCy fallback,dostoevsky',True,Dostoevsky's
doting,dote,VERB,doting,doting,Adjective,1,Step 1: SUBTLEX-UK,doting,False,doting
doula,doula,NOUN,doula,doulum,,1,Step 1: SUBTLEX-UK,doulum,False,doulum
dovetailing,dovetail,VERB,dovetailing,dovetailing,,1,Step 1: SUBTLEX-UK,dovetailing,False,dovetailing
dowdier,dowdy,ADJ,dowdier,dowdier,,1,Step 1: SUBTLEX-UK,dowdier,False,dowdier
doweling,dowele,VERB,doweling,doweling,,1,Step 1: SUBTLEX-UK,doweling,False,doweling
dowered,dower,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,dowered,False,dowered
DOWLING'S,dowling',NOUN,,,,3,Step 3: spaCy fallback,dowling',True,DOWLING'S
downgrading,downgrade,VERB,downgrading,downgrading,,1,Step 1: SUBTLEX-UK,downgrading,False,downgrading
downhearted,downhearte,VERB,downhearted,downheart,Verb,1,Step 1: SUBTLEX-UK,downheart,False,downheart
downing,down,VERB,downing,downing,Name,1,Step 1: SUBTLEX-UK,downing,False,downing
downs,down,NOUN,downs,downs,Noun,1,Step 1: SUBTLEX-UK,downs,False,downs
downstairs,downstair,NOUN,downstairs,downstairs,Adverb,1,Step 1: SUBTLEX-UK,downstairs,False,downstairs
downswing,downswe,VERB,downswing,downswing,Noun,1,Step 1: SUBTLEX-UK,downswing,False,downswing
downwards,downwards,ADV,downwards,downward,Adverb,1,Step 1: SUBTLEX-UK,downward,False,downward
dowsers,dowser,NOUN,dowsers,dowsers,Noun,1,Step 1: SUBTLEX-UK,dowsers,False,dowsers
DOYLE'S,doyle',NOUN,,,,3,Step 3: spaCy fallback,doyle',True,DOYLE'S
drachmas,drachmas,PROPN,drachmas,drachma,Noun,1,Step 1: SUBTLEX-UK,drachma,False,drachma
dragons,dragon,NOUN,dragons,dragons,Noun,1,Step 1: SUBTLEX-UK,dragons,False,dragons
dragoons,dragoon,NOUN,dragoons,dragoons,Noun,1,Step 1: SUBTLEX-UK,dragoons,False,dragoons
drakes,drake,VERB,drakes,drakes,,1,Step 1: SUBTLEX-UK,drakes,False,drakes
dramatics,dramatic,NOUN,dramatics,dramatics,Noun,1,Step 1: SUBTLEX-UK,dramatics,False,dramatics
drank,drank,VERB,drank,drink,Verb,1,Step 1: SUBTLEX-UK,drink,False,drink
drats,drats,PROPN,drats,drat,Noun,1,Step 1: SUBTLEX-UK,drat,False,drat
dratted,dratte,VERB,dratted,drat,Verb,1,Step 1: SUBTLEX-UK,drat,False,drat
draughtsmen,draughtsman,NOUN,draughtsmen,draughtsmen,,1,Step 1: SUBTLEX-UK,draughtsmen,False,draughtsmen
drawstring,drawstre,VERB,drawstring,drawstring,Noun,1,Step 1: SUBTLEX-UK,drawstring,False,drawstring
dreaded,dread,VERB,dreaded,dreaded,Adjective,1,Step 1: SUBTLEX-UK,dreaded,False,dreaded
dreadnoughts,dreadnought,NOUN,dreadnoughts,dreadnoughts,Noun,1,Step 1: SUBTLEX-UK,dreadnoughts,False,dreadnoughts
dreamboats,dreamboat,NOUN,dreamboats,dreamboats,Noun,1,Step 1: SUBTLEX-UK,dreamboats,False,dreamboats
dreamiest,dreamy,ADJ,dreamiest,dreamiest,Adjective,1,Step 1: SUBTLEX-UK,dreamiest,False,dreamiest
dregs,dreg,NOUN,dregs,dregs,Noun,1,Step 1: SUBTLEX-UK,dregs,False,dregs
DREISER'S,dreiser's,VERB,,,,3,Step 3: spaCy fallback,dreiser's,True,DREISER'S
drenches,drenche,NOUN,drenches,drench,,1,Step 1: SUBTLEX-UK,drench,False,drench
drenching,drench,VERB,drenching,drenching,Verb,1,Step 1: SUBTLEX-UK,drenching,False,drenching
DRESBACH'S,dresbach's,NOUN,,,,3,Step 3: spaCy fallback,dresbach's,True,DRESBACH'S
dressmaking,dressmake,VERB,dressmaking,dressmaking,Noun,1,Step 1: SUBTLEX-UK,dressmaking,False,dressmaking
DREXEL'S,drexel',NOUN,,,,3,Step 3: spaCy fallback,drexel',True,DREXEL'S
drifters,drifter,NOUN,drifters,drifters,Noun,1,Step 1: SUBTLEX-UK,drifters,False,drifters
drilling,drill,VERB,drilling,drilling,Verb,1,Step 1: SUBTLEX-UK,drilling,False,drilling
drinking,drink,VERB,drinking,drinking,Verb,1,Step 1: SUBTLEX-UK,drinking,False,drinking
DRONK'S,dronk',NOUN,,,,3,Step 3: spaCy fallback,dronk',True,DRONK'S
drosophila,drosophila,PROPN,drosophila,drosophilum,Noun,1,Step 1: SUBTLEX-UK,drosophilum,False,drosophilum
drowsier,drowsier,ADV,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,drowsy,False,drowsy
drubbing,drub,VERB,drubbing,drubbing,Verb,1,Step 1: SUBTLEX-UK,drubbing,False,drubbing
drudging,drudge,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,drudging,False,drudging
druids,druid,NOUN,druids,druids,Noun,1,Step 1: SUBTLEX-UK,druids,False,druids
druthers,druther,NOUN,,,Name,2,Step 2: SUBTLEX-US + NLTK,druthers,False,druthers
dualities,duality,NOUN,dualities,dualities,Noun,1,Step 1: SUBTLEX-UK,dualities,False,dualities
duchesses,duchesse,VERB,duchesses,duchess,Noun,1,Step 1: SUBTLEX-UK,duchess,False,duchess
duchies,duchy,NOUN,duchies,duchies,,1,Step 1: SUBTLEX-UK,duchies,False,duchies
duckling,duckle,VERB,duckling,duckling,Noun,1,Step 1: SUBTLEX-UK,duckling,False,duckling
ducted,ducte,VERB,ducted,duct,,1,Step 1: SUBTLEX-UK,duct,False,duct
DUDS'D,duds'd,X,,,,3,Step 3: spaCy fallback,duds'd,True,DUDS'D
dukes,duke,VERB,dukes,dukes,Noun,1,Step 1: SUBTLEX-UK,dukes,False,dukes
dumber,dumb,ADJ,dumber,dumber,Adjective,1,Step 1: SUBTLEX-UK,dumber,False,dumber
dumbfounded,dumbfound,VERB,dumbfounded,dumbfounded,Verb,1,Step 1: SUBTLEX-UK,dumbfounded,False,dumbfounded
dumbing,dumbe,VERB,dumbing,dumb,Verb,1,Step 1: SUBTLEX-UK,dumb,False,dumb
dumpier,dumpy,ADJ,,,Name,2,Step 2: SUBTLEX-US + NLTK,dumpier,False,dumpier
dumpling,dumple,VERB,dumpling,dumpling,Noun,1,Step 1: SUBTLEX-UK,dumpling,False,dumpling
dungaree,dungaree,NOUN,dungaree,dungarees,Noun,1,Step 1: SUBTLEX-UK,dungarees,False,dungarees
dungarees,dungaree,NOUN,dungarees,dungarees,Noun,1,Step 1: SUBTLEX-UK,dungarees,False,dungarees
dunnest,dun,ADJ,dunnest,dunnest,Adjective,1,Step 1: SUBTLEX-UK,dunnest,False,dunnest
dunning,dun,VERB,dunning,dunning,Name,1,Step 1: SUBTLEX-UK,dunning,False,dunning
duns,dun,NOUN,duns,duns,,1,Step 1: SUBTLEX-UK,duns,False,duns
duos,duos,NOUN,duos,duo,,1,Step 1: SUBTLEX-UK,duo,False,duo
durst,durst,NOUN,durst,dare,Verb,1,Step 1: SUBTLEX-UK,dare,False,dare
dutchmen,dutchman,NOUN,dutchmen,dutchmen,Noun,1,Step 1: SUBTLEX-UK,dutchmen,False,dutchmen
dwelling,dwell,VERB,dwelling,dwelling,Noun,1,Step 1: SUBTLEX-UK,dwelling,False,dwelling
dwelt,dwelt,NOUN,dwelt,dwell,Verb,1,Step 1: SUBTLEX-UK,dwell,False,dwell
dyers,dyer,NOUN,dyers,dyers,,1,Step 1: SUBTLEX-UK,dyers,False,dyers
dynamics,dynamic,NOUN,dynamics,dynamics,Noun,1,Step 1: SUBTLEX-UK,dynamics,False,dynamics
dynamos,dynamos,PROPN,dynamos,dynamo,Noun,1,Step 1: SUBTLEX-UK,dynamo,False,dynamo
dynasts,dynast,NOUN,dynasts,dynasts,,1,Step 1: SUBTLEX-UK,dynasts,False,dynasts
dysgenics,dysgenic,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,dysgenics,False,dysgenics
dysphasia,dysphasia,PROPN,dysphasia,dysphasium,Noun,1,Step 1: SUBTLEX-UK,dysphasium,False,dysphasium
dysphoria,dysphoria,PROPN,dysphoria,dysphorium,Noun,1,Step 1: SUBTLEX-UK,dysphorium,False,dysphorium
dysplasia,dysplasia,NOUN,dysplasia,dysplasium,Noun,1,Step 1: SUBTLEX-UK,dysplasium,False,dysplasium
dystonia,dystonia,NOUN,dystonia,dystonium,Noun,1,Step 1: SUBTLEX-UK,dystonium,False,dystonium
eared,eare,VERB,eared,eared,Adjective,1,Step 1: SUBTLEX-UK,eared,False,eared
earlier,early,ADV,earlier,earlier,Adverb,1,Step 1: SUBTLEX-UK,earlier,False,earlier
earliest,early,ADJ,earliest,earliest,Adjective,1,Step 1: SUBTLEX-UK,earliest,False,earliest
earls,earl,NOUN,earls,earls,Noun,1,Step 1: SUBTLEX-UK,earls,False,earls
earnings,earning,NOUN,earnings,earnings,Noun,1,Step 1: SUBTLEX-UK,earnings,False,earnings
earthed,earth,VERB,earthed,earthed,Verb,1,Step 1: SUBTLEX-UK,earthed,False,earthed
earthling,earthle,VERB,earthling,earthling,Noun,1,Step 1: SUBTLEX-UK,earthling,False,earthling
EARTHMEN'S,earthmen',NOUN,,,,3,Step 3: spaCy fallback,earthmen',True,EARTHMEN'S
easier,easy,ADJ,easier,easier,Adjective,1,Step 1: SUBTLEX-UK,easier,False,easier
easiest,easy,ADJ,easiest,easiest,Adjective,1,Step 1: SUBTLEX-UK,easiest,False,easiest
easting,easte,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,easting,False,easting
eastwards,eastwards,PROPN,eastwards,eastward,,1,Step 1: SUBTLEX-UK,eastward,False,eastward
eaten,eaten,VERB,eaten,eat,Verb,1,Step 1: SUBTLEX-UK,eat,False,eat
eaves,eave,NOUN,eaves,eaves,Noun,1,Step 1: SUBTLEX-UK,eaves,False,eaves
eavesdropping,eavesdrop,VERB,eavesdropping,eavesdropping,Verb,1,Step 1: SUBTLEX-UK,eavesdropping,False,eavesdropping
echolalia,echolalia,PROPN,echolalia,echolalium,,1,Step 1: SUBTLEX-UK,echolalium,False,echolalium
economics,economic,NOUN,economics,economics,Noun,1,Step 1: SUBTLEX-UK,economics,False,economics
Eddie's,eddie',NOUN,,,,3,Step 3: spaCy fallback,eddie',True,Eddie's
eddying,eddying,PROPN,eddying,eddy,,1,Step 1: SUBTLEX-UK,eddy,False,eddy
EDGERTON'S,edgerton',NOUN,,,,3,Step 3: spaCy fallback,edgerton',True,EDGERTON'S
edgier,edgy,ADJ,edgier,edgier,Adjective,1,Step 1: SUBTLEX-UK,edgier,False,edgier
