word,word_detected,onset,offset,story_audio,PoS
of,of,1223.799999,1223.899999,slumlordreach,IN
the,the,1223.9,1224.02,slumlordreach,DT
semester,semester,1224.029999,1224.489999,slumlordreach,NN
which,which,1224.51,1224.62,slumlordreach,WDT
was,was,1224.62,1224.7399999999998,slumlordreach,VBD
usually,usually,1224.74,1224.97,slumlordreach,RB
make,make,1224.97,1225.13,slumlordreach,VBP
some,some,1225.13,1225.2800000000002,slumlordreach,DT
games,games,1225.28,1225.81,slumlordreach,NNS
and,and,1225.97,1226.15,slumlordreach,CC
they,they,1226.15,1226.22,slumlordreach,PRP
gave,gave,1226.22,1226.41,slumlordreach,VBD
me,me,1226.41,1226.59,slumlordreach,PRP
a,a,1226.59,1226.76,slumlordreach,DT
guaranteed,guaranteed,1226.81,1227.36,slumlordreach,JJ
premium,premium,1227.4,1227.75,slumlordreach,NN
A,a,1227.77,1227.93,slumlordreach,NNP
credit,credit,1227.93,1228.39,slumlordreach,NN
You,you,1228.57,1228.66,slumlordreach,PRP
know,know,1228.66,1228.75,slumlordreach,VBP
which,which,1228.75,1228.88,slumlordreach,WDT
was,was,1228.88,1229.0400000000002,slumlordreach,VBD
mighty,mighty,1229.05,1229.33,slumlordreach,RBR
convenient,convenient,1229.33,1229.82,slumlordreach,NN
for,for,1229.85,1229.99,slumlordreach,IN
me,me,1229.99,1230.33,slumlordreach,PRP
But,but,1233.07,1233.23,slumlordreach,CC
they,they,1233.23,1233.27,slumlordreach,PRP
had,had,1233.28,1233.41,slumlordreach,VBD
to,to,1233.41,1233.49,slumlordreach,TO
count,count,1233.49,1233.72,slumlordreach,VB
it,it,1233.719999,1233.8099989999998,slumlordreach,PRP
as,as,1233.809999,1233.909999,slumlordreach,IN
something,something,1233.91,1234.53,slumlordreach,NN
that,that,1234.82,1235.03,slumlordreach,WDT
had,had,1235.04,1235.21,slumlordreach,VBD
to,to,1235.49,1235.52,slumlordreach,TO
classify,classify,1235.52,1236.11,slumlordreach,VB
this,this,1236.11,1236.32,slumlordreach,DT
class,class,1236.32,1236.8,slumlordreach,NN
and,and,1236.799999,1236.919999,slumlordreach,CC
so,so,1236.92,1237.03,slumlordreach,RB
for,for,1237.03,1237.16,slumlordreach,IN
four,four,1237.16,1237.45,slumlordreach,CD
years,years,1237.45,1238.3,slumlordreach,NNS
they,they,1238.389999,1238.759999,slumlordreach,PRP
uh,uh,1238.759999,1239.049999,slumlordreach,VBP
while,while,1239.07,1239.24,slumlordreach,IN
I,i,1239.24,1239.28,slumlordreach,PRP
was,was,1239.28,1239.4,slumlordreach,VBD
teaching,teaching,1239.4,1239.72,slumlordreach,VBG
myself,myself,1239.719999,1240.109999,slumlordreach,PRP
how,how,1240.109999,1240.179999,slumlordreach,WRB
to,to,1240.18,1240.27,slumlordreach,TO
program,program,1240.27,1240.71,slumlordreach,NN
games,games,1240.709999,1241.099999,slumlordreach,NNS
they,they,1241.1,1241.1999999999998,slumlordreach,PRP
counted,counted,1241.199999,1241.479999,slumlordreach,VBD
it,it,1241.48,1241.55,slumlordreach,PRP
as,as,1241.549999,1241.669999,slumlordreach,IN
my,my,1241.67,1241.85,slumlordreach,PRP$
foreign,foreign,1241.859999,1242.289999,slumlordreach,JJ
language,language,1242.289999,1242.809999,slumlordreach,NN
credit,credit,1242.84,1243.2099999999998,slumlordreach,NN
So,so,1247.03,1247.2,slumlordreach,NNP
I,i,1247.2,1247.25,slumlordreach,PRP
actually,actually,1247.25,1247.45,slumlordreach,RB
never,never,1247.45,1247.64,slumlordreach,RB
took,took,1247.64,1247.8100000000002,slumlordreach,VBD
a,a,1247.81,1247.86,slumlordreach,DT
foreign,foreign,1247.86,1248.1,slumlordreach,JJ
language,language,1248.1,1248.4199999999998,slumlordreach,NN
in,in,1248.42,1248.53,slumlordreach,IN
school,school,1248.53,1249.09,slumlordreach,NN
And,and,1249.83,1250.14,slumlordreach,CC
uh,uh,1250.139999,1250.479999,slumlordreach,JJ
uh,uh,1250.92,1251.24,slumlordreach,NNS
but,but,1251.27,1251.45,slumlordreach,CC
by,by,1251.45,1251.59,slumlordreach,IN
the,the,1251.59,1251.6999999999998,slumlordreach,DT
time,time,1251.7,1252.09,slumlordreach,NN
I,i,1252.09,1252.28,slumlordreach,PRP
entered,entered,1252.309999,1252.569999,slumlordreach,VBD
college,college,1252.57,1253.1899999999998,slumlordreach,NN
had,had,1253.63,1253.69,slumlordreach,VBD
another,another,1253.69,1253.94,slumlordreach,DT
kind,kind,1253.94,1254.06,slumlordreach,NN
of,of,1254.059999,1254.139999,slumlordreach,IN
interesting,interesting,1254.139999,1254.469999,slumlordreach,JJ
thing,thing,1254.469999,1254.659999,slumlordreach,NN
occur,occur,1254.66,1255.0600000000002,slumlordreach,IN
You,you,1255.509999,1255.619999,slumlordreach,PRP
know,know,1255.62,1255.6999999999998,slumlordreach,VBP
which,which,1255.7,1255.89,slumlordreach,WDT
is,is,1255.889999,1256.049999,slumlordreach,VBZ
that,that,1256.049999,1256.109999,slumlordreach,IN
don't,don't,1256.53,1256.74,slumlordreach,NN
forget,forget,1256.74,1256.98,slumlordreach,VB
up,up,1257.13,1257.2800000000002,slumlordreach,IN
until,until,1257.28,1257.53,slumlordreach,IN
now,now,1257.53,1257.72,slumlordreach,RB
I'd,i'd,1257.719999,1257.869999,slumlordreach,NNP
lived,lived,1257.87,1258.11,slumlordreach,VBD
within,within,1258.109999,1258.309999,slumlordreach,IN
this,this,1258.309999,1258.4599990000002,slumlordreach,DT
little,little,1258.459999,1258.629999,slumlordreach,JJ
NASA,nasa,1258.629999,1258.959999,slumlordreach,NNP
enclave,enclave,1258.959999,1259.509999,slumlordreach,NN
and,and,1259.51,1259.62,slumlordreach,CC
when,when,1259.619999,1259.729999,slumlordreach,WRB
I,i,1259.73,1259.77,slumlordreach,PRP
went,went,1259.77,1259.91,slumlordreach,VBD
to,to,1259.91,1260.0,slumlordreach,TO
school,school,1260.03,1260.68,slumlordreach,NN
or,or,1260.81,1260.9299999999998,slumlordreach,CC
I,,,,slumlordreach,PRP
went,,,,slumlordreach,VBD
to,to,1261.09,1261.16,slumlordreach,TO
college,college,1261.16,1261.53,slumlordreach,NN
went,went,1261.53,1261.64,slumlordreach,VBD
away,away,1261.64,1261.75,slumlordreach,RB
to,to,1261.75,1261.83,slumlordreach,TO
college,college,1261.83,1262.37,slumlordreach,NN
I,i,1262.8,1262.9199999999998,slumlordreach,PRP
met,met,1262.92,1263.11,slumlordreach,VBD
what,what,1263.11,1263.31,slumlordreach,WP
I,i,1263.38,1263.45,slumlordreach,PRP
used,used,1263.45,1263.63,slumlordreach,VBD
to,to,1263.63,1263.72,slumlordreach,TO
call,call,1263.72,1264.0,slumlordreach,VB
the,the,1264.01,1264.15,slumlordreach,DT
Sesame,sesame,1264.15,1264.62,slumlordreach,NNP
Street,street,1264.62,1264.9299999999998,slumlordreach,NNP
people,people,1264.93,1265.37,slumlordreach,NNS
You,you,1265.56,1265.69,slumlordreach,PRP
know,know,1265.69,1265.81,slumlordreach,VBP
the,the,1265.81,1265.94,slumlordreach,DT
butcher,butcher,1265.94,1266.4,slumlordreach,NN
the,the,1266.41,1266.51,slumlordreach,DT
baker,baker,1266.51,1266.97,slumlordreach,NN
the,the,1266.98,1267.1,slumlordreach,DT
policeman,policeman,1267.1,1267.7099999999998,slumlordreach,NN
the,the,1267.71,1267.81,slumlordreach,DT
fireman,fireman,1267.81,1268.4,slumlordreach,NN
All,all,1268.559999,1268.799999,slumlordreach,PDT
these,these,1268.8,1268.94,slumlordreach,DT
things,things,1268.94,1269.16,slumlordreach,NNS
that,that,1269.16,1269.27,slumlordreach,IN
I,i,1269.27,1269.32,slumlordreach,PRP
thought,thought,1269.32,1269.52,slumlordreach,VBD
was,was,1269.52,1269.63,slumlordreach,VBD
a,a,1269.63,1269.71,slumlordreach,DT
fantasy,fantasy,1269.71,1270.3,slumlordreach,NN
on,on,1270.3,1270.46,slumlordreach,IN
television,television,1270.469999,1271.139999,slumlordreach,NN
I,i,1271.53,1271.69,slumlordreach,PRP
now,now,1271.69,1271.92,slumlordreach,RB
learned,learned,1271.92,1272.17,slumlordreach,VBD
was,was,1272.17,1272.34,slumlordreach,VBD
actually,actually,1272.349999,1272.929999,slumlordreach,RB
real,real,1272.96,1273.33,slumlordreach,JJ
normal,normal,1273.34,1273.6699999999998,slumlordreach,JJ
life,life,1273.67,1274.03,slumlordreach,NN
and,and,1274.03,1274.07,slumlordreach,CC
that,,,,slumlordreach,IN
my,my,1274.66,1274.92,slumlordreach,PRP$
little,little,1274.92,1275.16,slumlordreach,JJ
sheltered,sheltered,1275.16,1275.46,slumlordreach,JJ
existence,existence,1275.46,1275.87,slumlordreach,NN
was,was,1275.87,1276.02,slumlordreach,VBD
what,what,1276.02,1276.15,slumlordreach,WP
was,was,1276.15,1276.38,slumlordreach,VBD
abnormal,abnormal,1276.42,1277.1,slumlordreach,JJ
And,and,1279.89,1280.09,slumlordreach,CC
uh,uh,1280.26,1280.76,slumlordreach,JJ
another,another,1280.83,1281.23,slumlordreach,DT
kind,kind,1281.25,1281.35,slumlordreach,NN
of,of,1281.35,1281.4399999999998,slumlordreach,IN
thing,thing,1281.44,1281.65,slumlordreach,NN
happened,happened,1281.65,1281.91,slumlordreach,VBD
at,at,1281.91,1282.0,slumlordreach,IN
that,that,1282.0,1282.15,slumlordreach,DT
time,time,1282.15,1282.36,slumlordreach,NN
too,too,1282.36,1282.57,slumlordreach,RB
which,which,1282.57,1282.74,slumlordreach,WDT
was,was,1282.74,1282.88,slumlordreach,VBD
that,,,,slumlordreach,IN
I,i,1282.88,1282.93,slumlordreach,PRP
began,began,1282.93,1283.15,slumlordreach,VBD
to,to,1283.15,1283.25,slumlordreach,TO
publish,publish,1283.25,1283.68,slumlordreach,VB
my,my,1283.69,1283.8300000000002,slumlordreach,PRP$
first,first,1283.83,1284.07,slumlordreach,JJ
games,games,1284.07,1284.31,slumlordreach,NNS
I,i,1284.31,1284.36,slumlordreach,PRP
wrote,wrote,1284.36,1284.49,slumlordreach,VBD
a,a,1284.49,1284.55,slumlordreach,DT
series,series,1284.55,1284.89,slumlordreach,NN
of,of,1284.89,1285.01,slumlordreach,IN
games,games,1285.01,1285.29,slumlordreach,NNS
called,called,1285.29,1285.54,slumlordreach,VBN
Ultima,<unk>,1285.57,1286.09,slumlordreach,NNP
It,it,1286.55,1286.7,slumlordreach,PRP
was,was,1286.7,1286.93,slumlordreach,VBD
uh,uh,1286.929999,1287.139999,slumlordreach,JJ
one,,,,slumlordreach,CD
of,,,,slumlordreach,IN
the,the,1287.349999,1287.399999,slumlordreach,DT
very,very,1287.4,1287.61,slumlordreach,RB
first,first,1287.61,1287.9599999999998,slumlordreach,JJ
ever,ever,1287.969999,1288.349999,slumlordreach,RB
and,and,1288.349999,1288.549999,slumlordreach,CC
longest,longest,1288.55,1289.0,slumlordreach,JJS
running,running,1289.0,1289.39,slumlordreach,VBG
you,you,1289.4,1289.48,slumlordreach,PRP
know,know,1289.48,1289.58,slumlordreach,VBP
fantasy,fantasy,1289.58,1289.99,slumlordreach,JJ
role,role,1289.99,1290.2,slumlordreach,NN
playing,playing,1290.2,1290.69,slumlordreach,VBG
uh,uh,1290.69,1290.9,slumlordreach,JJ
series,series,1290.92,1291.4,slumlordreach,NN
that,that,1291.4,1291.51,slumlordreach,WDT
existed,existed,1291.509999,1292.079999,slumlordreach,VBD
And,and,1292.63,1292.8300000000002,slumlordreach,CC
as,as,1292.83,1293.03,slumlordreach,IN
my,my,1293.03,1293.4,slumlordreach,PRP$
income,income,1293.53,1293.98,slumlordreach,NN
level,level,1293.98,1294.23,slumlordreach,NN
began,began,1294.23,1294.62,slumlordreach,VBD
to,to,1294.619999,1295.089999,slumlordreach,TO
skyrocket,skyrocket,1295.119999,1295.869999,slumlordreach,VB
my,my,1296.309999,1296.659999,slumlordreach,PRP$
grade,grade,1296.67,1296.95,slumlordreach,NN
point,point,1296.96,1297.15,slumlordreach,NN
average,average,1297.15,1297.52,slumlordreach,NN
began,began,1297.53,1297.98,slumlordreach,VBD
to,to,1297.98,1298.1,slumlordreach,TO
crash,crash,1298.1,1298.78,slumlordreach,VB
And,and,1299.33,1299.5,slumlordreach,CC
I,i,1299.5,1299.57,slumlordreach,PRP
knew,knew,1299.57,1299.79,slumlordreach,VBD
that,that,1299.79,1299.89,slumlordreach,IN
there,there,1299.89,1299.95,slumlordreach,EX
was,was,1299.95,1300.0800000000002,slumlordreach,VBD
a,a,1300.08,1300.13,slumlordreach,DT
real,real,1300.13,1300.3300000000002,slumlordreach,JJ
problem,problem,1300.34,1300.86,slumlordreach,NN
that,that,1300.86,1301.04,slumlordreach,WDT
came,came,1301.04,1301.27,slumlordreach,VBD
up,up,1301.27,1301.47,slumlordreach,RP
when,when,1301.49,1301.69,slumlordreach,WRB
I,i,1301.69,1301.79,slumlordreach,PRP
flunked,flunked,1301.8,1302.44,slumlordreach,VBD
my,my,1302.51,1302.73,slumlordreach,PRP$
first,first,1302.73,1303.12,slumlordreach,JJ
programming,programming,1303.2,1303.78,slumlordreach,JJ
class,class,1303.78,1304.34,slumlordreach,NN
And,and,1305.13,1305.41,slumlordreach,CC
programming,programming,1305.41,1305.8200000000002,slumlordreach,NN
was,was,1305.82,1305.87,slumlordreach,VBD
what,what,1305.87,1305.9799999999998,slumlordreach,WP
I,i,1305.98,1306.02,slumlordreach,PRP
doing,,,,slumlordreach,VBG
all,all,1306.38,1306.5800000000002,slumlordreach,DT
night,night,1306.58,1306.82,slumlordreach,NN
every,every,1306.83,1307.06,slumlordreach,DT
night,night,1307.059999,1307.369999,slumlordreach,NN
by,by,1307.759999,1307.9599990000002,slumlordreach,IN
myself,myself,1307.96,1308.38,slumlordreach,PRP
at,at,1308.38,1308.49,slumlordreach,IN
home,home,1308.49,1308.79,slumlordreach,NN
so,so,1308.79,1308.96,slumlordreach,RB
I,i,1308.96,1309.09,slumlordreach,PRP
clearly,clearly,1309.309999,1309.599999,slumlordreach,RB
knew,knew,1309.61,1309.74,slumlordreach,VBD
the,the,1309.74,1309.82,slumlordreach,DT
material,material,1309.82,1310.31,slumlordreach,NN
but,but,1310.309999,1310.4599990000002,slumlordreach,CC
I,,,,slumlordreach,PRP
just,just,1310.52,1310.65,slumlordreach,RB
wasn't,wasn't,1310.65,1310.91,slumlordreach,RB
interested,interested,1310.91,1311.22,slumlordreach,JJ
in,in,1311.219999,1311.259999,slumlordreach,IN
the,the,1311.259999,1311.349999,slumlordreach,DT
class,class,1311.349999,1311.879999,slumlordreach,NN
So,so,1312.469999,1312.619999,slumlordreach,IN
I,i,1312.619999,1312.849999,slumlordreach,PRP
I,i,1312.969999,1313.249999,slumlordreach,PRP
contemplated,contemplated,1313.539999,1314.129999,slumlordreach,VBD
dropping,dropping,1314.139999,1314.579999,slumlordreach,VBG
out,out,1314.58,1314.64,slumlordreach,IN
of,of,1314.64,1314.7900000000002,slumlordreach,IN
school,school,1314.79,1315.28,slumlordreach,NN
And,and,1315.28,1315.48,slumlordreach,CC
you,you,1315.73,1315.84,slumlordreach,PRP
know,know,1315.84,1315.9399999999998,slumlordreach,VBP
for,for,1315.94,1316.0800000000002,slumlordreach,IN
me,me,1316.09,1316.26,slumlordreach,PRP
this,this,1316.26,1316.41,slumlordreach,DT
would,would,1316.46,1316.53,slumlordreach,MD
be,be,1316.54,1316.69,slumlordreach,VB
a,a,1316.69,1316.73,slumlordreach,DT
pretty,pretty,1316.73,1316.91,slumlordreach,JJ
tough,tough,1316.91,1317.1,slumlordreach,JJ
decision,decision,1317.1,1317.51,slumlordreach,NN
because,because,1317.52,1317.77,slumlordreach,IN
every,every,1317.84,1318.2099999999998,slumlordreach,DT
other,other,1318.22,1318.53,slumlordreach,JJ
member,member,1318.54,1318.86,slumlordreach,NN
of,of,1318.86,1318.9599999999998,slumlordreach,IN
my,my,1318.96,1319.13,slumlordreach,PRP$
family,family,1319.14,1319.89,slumlordreach,NN
has,has,1319.97,1320.28,slumlordreach,VBZ
advanced,advanced,1320.33,1320.85,slumlordreach,VBN
degrees,degrees,1320.87,1321.4599999999998,slumlordreach,NNS
and,and,1321.46,1321.62,slumlordreach,CC
they're,they're,1321.62,1321.79,slumlordreach,JJ
things,things,1321.79,1322.02,slumlordreach,NNS
like,like,1322.02,1322.17,slumlordreach,IN
astronauts,astronauts,1322.179999,1322.849999,slumlordreach,NNS
And,and,1323.16,1323.35,slumlordreach,CC
here,here,1323.349999,1323.509999,slumlordreach,RB
I,i,1323.51,1323.63,slumlordreach,PRP
was,was,1323.63,1324.0,slumlordreach,VBD
considering,considering,1324.02,1324.41,slumlordreach,VBG
dropping,dropping,1324.41,1324.7900000000002,slumlordreach,VBG
out,out,1324.79,1324.85,slumlordreach,IN
of,of,1324.849999,1324.959999,slumlordreach,IN
school,school,1324.96,1325.25,slumlordreach,NN
to,to,1325.25,1325.36,slumlordreach,TO
go,go,1325.37,1325.51,slumlordreach,VB
play,play,1325.509999,1325.739999,slumlordreach,VB
games,games,1325.74,1326.15,slumlordreach,NNS
for,for,1326.15,1326.2800000000002,slumlordreach,IN
a,a,1326.28,1326.33,slumlordreach,DT
living,living,1326.33,1326.73,slumlordreach,NN
which,which,1327.21,1327.59,slumlordreach,WDT
is,is,1327.65,1327.7900000000002,slumlordreach,VBZ
what,what,1327.79,1327.9,slumlordreach,WP
I,i,1327.9,1327.94,slumlordreach,PRP
did,did,1327.94,1328.3300000000002,slumlordreach,VBD
But,but,1331.279999,1331.759999,slumlordreach,CC
the,the,1332.039999,1332.1699990000002,slumlordreach,DT
side,side,1332.17,1332.38,slumlordreach,JJ
effect,effect,1332.38,1332.66,slumlordreach,NN
of,,,,slumlordreach,IN
that,that,1332.7,1332.93,slumlordreach,DT
was,was,1332.93,1333.43,slumlordreach,VBD
that,that,1333.9,1334.23,slumlordreach,IN
with,with,1334.24,1334.58,slumlordreach,IN
the,the,1334.63,1334.86,slumlordreach,DT
income,income,1334.9,1335.52,slumlordreach,NN
that,that,1335.52,1335.61,slumlordreach,IN
I,i,1335.61,1335.66,slumlordreach,PRP
was,was,1335.66,1335.77,slumlordreach,VBD
getting,getting,1335.77,1335.97,slumlordreach,VBG
out,out,1335.97,1336.02,slumlordreach,IN
of,of,1336.02,1336.09,slumlordreach,IN
these,these,1336.09,1336.1999999999998,slumlordreach,DT
games,games,1336.2,1336.47,slumlordreach,NNS
that,that,1336.47,1336.55,slumlordreach,WDT
allowed,allowed,1336.55,1336.87,slumlordreach,VBD
me,me,1336.87,1336.9699999999998,slumlordreach,PRP
to,to,1336.97,1337.15,slumlordreach,TO
begin,begin,1337.16,1337.65,slumlordreach,VB
to,to,1337.65,1337.7800000000002,slumlordreach,TO
pursue,pursue,1337.78,1338.68,slumlordreach,VB
my,my,1338.69,1339.35,slumlordreach,PRP$
uh,uh,1339.35,1339.6999999999998,slumlordreach,JJ
passion,passion,1339.82,1340.37,slumlordreach,NN
of,of,1340.389999,1340.719999,slumlordreach,IN
exploration,exploration,1340.75,1341.54,slumlordreach,NN
And,and,1342.01,1342.28,slumlordreach,CC
I,i,1342.28,1342.36,slumlordreach,PRP
went,went,1342.36,1342.58,slumlordreach,VBD
down,down,1342.58,1342.77,slumlordreach,RB
to,to,1342.77,1342.83,slumlordreach,TO
the,the,1342.83,1342.91,slumlordreach,DT
sea,sea,1342.91,1343.09,slumlordreach,NN
floor,floor,1343.09,1343.4,slumlordreach,NN
I've,i've,1343.41,1343.46,slumlordreach,NNP
been,been,1343.46,1343.58,slumlordreach,VBN
down,down,1343.58,1343.71,slumlordreach,RB
to,to,1343.71,1343.74,slumlordreach,TO
the,the,1343.74,1343.81,slumlordreach,DT
Titanic,titanic,1343.82,1344.45,slumlordreach,NNP
been,been,1344.46,1344.61,slumlordreach,VBN
down,,,,slumlordreach,RB
to,,,,slumlordreach,TO
hydrothermal,<unk>,1345.099999,1345.169999,slumlordreach,JJ
vents,vents,1345.17,1345.71,slumlordreach,NNS
I've,i've,1345.73,1345.87,slumlordreach,NNP
been,been,1345.87,1345.9899999999998,slumlordreach,VBN
on,on,1345.99,1346.08,slumlordreach,IN
safaris,<unk>,1346.099999,1346.489999,slumlordreach,NN
in,in,1346.49,1346.56,slumlordreach,IN
Africa,africa,1346.559999,1347.099999,slumlordreach,NNP
I've,i've,1347.099999,1347.339999,slumlordreach,NNP
dugout,dugout,1347.37,1347.66,slumlordreach,NN
canoed,canoed,1347.66,1347.92,slumlordreach,VBD
down,down,1347.929999,1348.109999,slumlordreach,IN
the,the,1348.109999,1348.179999,slumlordreach,DT
Amazon,amazon,1348.18,1348.9,slumlordreach,NNP
I've,i've,1349.27,1349.59,slumlordreach,NNP
been,been,1349.59,1349.74,slumlordreach,VBN
on,on,1349.74,1349.86,slumlordreach,IN
meteorite,meteorite,1349.859999,1350.249999,slumlordreach,NN
hunts,hunts,1350.25,1350.56,slumlordreach,NNS
down,down,1350.57,1350.74,slumlordreach,RP
in,in,1350.74,1350.84,slumlordreach,IN
Antarctica,antarctica,1350.84,1351.6,slumlordreach,NNP
But,but,1352.0,1352.13,slumlordreach,CC
of,of,1352.13,1352.24,slumlordreach,IN
course,course,1352.24,1352.77,slumlordreach,NN
space,space,1352.9,1353.48,slumlordreach,NN
was,was,1353.51,1353.71,slumlordreach,VBD
always,always,1353.71,1354.39,slumlordreach,RB
the,the,1354.54,1354.73,slumlordreach,DT
thing,thing,1354.73,1354.98,slumlordreach,NN
that,that,1354.98,1355.13,slumlordreach,IN
I,i,1355.13,1355.21,slumlordreach,PRP
really,really,1355.21,1355.38,slumlordreach,RB
had,had,1355.38,1355.49,slumlordreach,VBD
this,this,1355.49,1355.59,slumlordreach,DT
passion,passion,1355.6,1355.9299999999998,slumlordreach,NN
for,for,1355.93,1356.1,slumlordreach,IN
And,and,1356.1,1356.28,slumlordreach,CC
I,i,1356.7,1356.88,slumlordreach,PRP
I,,,,slumlordreach,PRP
had,had,1357.03,1357.26,slumlordreach,VBD
made,made,1357.3,1357.64,slumlordreach,VBN
many,many,1357.64,1357.86,slumlordreach,JJ
investments,investments,1357.86,1358.39,slumlordreach,NNS
down,down,1358.389999,1358.609999,slumlordreach,RP
through,through,1358.61,1358.76,slumlordreach,IN
my,my,1358.76,1358.88,slumlordreach,PRP$
entire,entire,1358.88,1359.38,slumlordreach,JJ
gaming,gaming,1359.389999,1359.789999,slumlordreach,NN
career,career,1359.79,1360.14,slumlordreach,NN
most,most,1360.16,1360.41,slumlordreach,JJS
of,of,1360.41,1360.53,slumlordreach,IN
which,which,1360.53,1360.77,slumlordreach,WDT
never,never,1360.77,1360.98,slumlordreach,RB
went,went,1360.98,1361.27,slumlordreach,VBD
very,very,1361.45,1361.71,slumlordreach,RB
far,far,1361.71,1362.16,slumlordreach,RB
towards,towards,1362.28,1362.56,slumlordreach,IN
the,the,1362.559999,1362.639999,slumlordreach,DT
privatization,privatization,1362.639999,1363.119999,slumlordreach,NN
of,of,1363.12,1363.1999999999998,slumlordreach,IN
space,space,1363.2,1363.52,slumlordreach,NN
But,but,1363.52,1363.68,slumlordreach,CC
finally,finally,1363.679999,1364.329999,slumlordreach,RB
right,right,1365.13,1365.39,slumlordreach,JJ
about,about,1365.389999,1365.699999,slumlordreach,IN
uh,,,,slumlordreach,IN
the,the,1366.379999,1366.489999,slumlordreach,DT
end,end,1366.49,1366.63,slumlordreach,NN
of,of,1366.629999,1366.779999,slumlordreach,IN
the,the,1366.789999,1366.909999,slumlordreach,DT
nineties,nineties,1366.91,1367.25,slumlordreach,NNS
right,right,1367.25,1367.36,slumlordreach,VBP
about,about,1367.359999,1367.559999,slumlordreach,IN
2000,<unk>,1367.559999,1367.569999,slumlordreach,CD
started,started,1369.01,1369.33,slumlordreach,VBD
a,a,1369.33,1369.4,slumlordreach,DT
series,series,1369.4,1369.69,slumlordreach,NN
of,of,1369.69,1369.8,slumlordreach,IN
companies,companies,1369.8,1370.21,slumlordreach,NNS
that,that,1370.21,1370.36,slumlordreach,WDT
cracked,cracked,1370.45,1370.78,slumlordreach,VBD
the,the,1370.79,1370.87,slumlordreach,DT
door,door,1370.87,1371.07,slumlordreach,NN
open,open,1371.07,1371.37,slumlordreach,VB
The,the,1373.08,1373.1,slumlordreach,DT
first,first,1373.11,1373.37,slumlordreach,JJ
one,one,1373.37,1373.4699999999998,slumlordreach,NN
was,was,1373.47,1373.62,slumlordreach,VBD
called,called,1373.62,1373.88,slumlordreach,VBN
the,the,1373.89,1374.0200000000002,slumlordreach,DT
XPRIZE,<unk>,1374.04,1374.67,slumlordreach,NNP
where,where,1374.69,1374.8,slumlordreach,WRB
we,we,1374.8,1374.9199999999998,slumlordreach,PRP
paid,paid,1374.92,1375.12,slumlordreach,VBD
a,a,1375.12,1375.1899999999998,slumlordreach,DT
ten,ten,1375.19,1375.41,slumlordreach,JJ
million,million,1375.41,1375.66,slumlordreach,CD
dollar,dollar,1375.66,1375.87,slumlordreach,NN
prize,prize,1375.87,1376.25,slumlordreach,NN
for,for,1376.26,1376.34,slumlordreach,IN
the,the,1376.34,1376.4199999999998,slumlordreach,DT
first,first,1376.42,1376.63,slumlordreach,JJ
private,private,1376.63,1376.86,slumlordreach,JJ
vehicle,vehicle,1376.86,1377.12,slumlordreach,NN
that,that,1377.12,1377.1999999999998,slumlordreach,IN
flew,flew,1377.2,1377.52,slumlordreach,VBD
twice,twice,1377.61,1377.9,slumlordreach,RB
to,to,1377.91,1378.0400000000002,slumlordreach,TO
space,space,1378.04,1378.6,slumlordreach,NN
We,we,1378.95,1379.07,slumlordreach,PRP
started,started,1379.07,1379.28,slumlordreach,VBD
a,a,1379.28,1379.33,slumlordreach,DT
company,company,1379.33,1379.58,slumlordreach,NN
called,called,1379.58,1379.74,slumlordreach,VBN
Zero,zero,1379.74,1379.98,slumlordreach,NNP
G,g,1379.98,1380.21,slumlordreach,NNP
Corp,corp,1380.21,1380.52,slumlordreach,NNP
that,that,1380.52,1380.64,slumlordreach,WDT
actually,actually,1380.639999,1380.829999,slumlordreach,RB
has,has,1380.83,1380.9499999999998,slumlordreach,VBZ
a,a,1380.95,1381.03,slumlordreach,DT
seven,seven,1381.03,1381.26,slumlordreach,CD
twenty,twenty,1381.259999,1381.489999,slumlordreach,JJ
seven,seven,1381.49,1381.75,slumlordreach,CD
we,we,1381.75,1381.87,slumlordreach,PRP
fly,fly,1381.87,1382.11,slumlordreach,VBP
people,people,1382.11,1382.6,slumlordreach,NNS
in,in,1382.599999,1382.749999,slumlordreach,IN
parabolic,<unk>,1382.75,1383.16,slumlordreach,JJ
flights,flights,1383.16,1383.52,slumlordreach,NNS
for,for,1383.69,1383.81,slumlordreach,IN
example,example,1383.809999,1384.169999,slumlordreach,NN
All,all,1384.17,1384.27,slumlordreach,NNP
of,of,1384.27,1384.37,slumlordreach,IN
you,you,1384.369999,1384.569999,slumlordreach,PRP
uh,,,,slumlordreach,VBP
can,can,1384.58,1384.75,slumlordreach,MD
go,go,1384.75,1385.04,slumlordreach,VB
do,do,1385.209999,1385.3199989999998,slumlordreach,VB
that,that,1385.32,1385.52,slumlordreach,DT
it's,,,,slumlordreach,VB
great,great,1385.57,1385.77,slumlordreach,JJ
fun,fun,1385.77,1386.09,slumlordreach,NN
by,by,1386.129999,1386.259999,slumlordreach,IN
the,the,1386.26,1386.35,slumlordreach,DT
way,way,1386.35,1386.57,slumlordreach,NN
Uh,uh,1387.47,1387.82,slumlordreach,NNP
but,but,1387.84,1387.97,slumlordreach,CC
we,we,1387.97,1388.06,slumlordreach,PRP
also,also,1388.06,1388.26,slumlordreach,RB
started,started,1388.26,1388.47,slumlordreach,VBD
a,a,1388.47,1388.5,slumlordreach,DT
company,company,1388.5,1388.74,slumlordreach,NN
