Word,word_gentle,onset,offset,PoS,transcript,lemma,word,blankTR,onset_addblankTR,offset_addblankTR
example,example,1131.4,1132.02,NN,slumlordreach,example,example,3,1135.9,1136.52
uh,uh,1132.02,1132.28,JJ,slumlordreach,uh,uh,3,1136.52,1136.78
one,one,1132.289999,1132.489999,CD,slumlordreach,one,one,3,1136.789999,1136.989999
of,of,1132.49,1132.55,IN,slumlordreach,of,of,3,1136.99,1137.05
the,the,1132.549999,1132.719999,DT,slumlordreach,the,the,3,1137.049999,1137.219999
toys,toys,1132.789999,1133.049999,NN,slumlordreach,toy,toys,3,1137.289999,1137.549999
he,he,1133.049999,1133.119999,PRP,slumlordreach,he,he,3,1137.549999,1137.619999
brought,brought,1133.119999,1133.289999,VBD,slumlordreach,brought,brought,3,1137.619999,1137.789999
home,home,1133.289999,1133.469999,RB,slumlordreach,home,home,3,1137.789999,1137.969999
one,one,1133.469999,1133.609999,CD,slumlordreach,one,one,3,1137.969999,1138.109999
time,time,1133.609999,1133.929999,NN,slumlordreach,time,time,3,1138.109999,1138.429999
was,was,1133.93,1134.03,VBD,slumlordreach,wa,was,3,1138.43,1138.53
something,something,1134.029999,1134.259999,NN,slumlordreach,something,something,3,1138.529999,1138.759999
called,called,1134.26,1134.36,VBN,slumlordreach,called,called,3,1138.76,1138.86
a,a,1134.75,1134.85,DT,slumlordreach,a,a,3,1139.25,1139.35
photomultiplier,<unk>,1134.85,1135.4599999999998,NN,slumlordreach,photomultiplier,photomultiplier,3,1139.35,1139.9599999999998
tube,tube,1135.4699999999998,1135.6799999999998,NN,slumlordreach,tube,tube,3,1139.9699999999998,1140.1799999999998
a,,,,DT,slumlordreach,a,a,3,,
little,little,1135.85,1136.05,JJ,slumlordreach,little,little,3,1140.35,1140.55
kind,kind,1136.42,1136.5500000000002,NN,slumlordreach,kind,kind,3,1140.92,1141.0500000000002
of,of,1136.55,1136.66,IN,slumlordreach,of,of,3,1141.05,1141.16
cylinder,cylinder,1136.66,1137.02,NN,slumlordreach,cylinder,cylinder,3,1141.16,1141.52
of,of,1137.02,1137.08,IN,slumlordreach,of,of,3,1141.52,1141.58
aluminum,aluminum,1137.08,1137.61,NN,slumlordreach,aluminum,aluminum,3,1141.58,1142.11
uh,uh,1138.18,1138.34,NN,slumlordreach,uh,uh,3,1142.68,1142.84
that,that,1138.34,1138.41,IN,slumlordreach,that,that,3,1142.84,1142.91
we,we,1138.43,1138.5700000000002,PRP,slumlordreach,we,we,3,1142.93,1143.0700000000002
put,put,1138.57,1138.72,VBD,slumlordreach,put,put,3,1143.07,1143.22
a,a,1138.72,1138.87,DT,slumlordreach,a,a,3,1143.22,1143.37
camera,camera,1139.03,1139.4,NN,slumlordreach,camera,camera,3,1143.53,1143.9
lens,lens,1139.4,1139.73,VBZ,slumlordreach,lens,lens,3,1143.9,1144.23
on,on,1139.73,1139.89,IN,slumlordreach,on,on,3,1144.23,1144.39
one,one,1139.89,1140.0700000000002,CD,slumlordreach,one,one,3,1144.39,1144.5700000000002
end,end,1140.07,1140.36,NN,slumlordreach,end,end,3,1144.57,1144.86
and,and,1140.36,1140.39,CC,slumlordreach,and,and,3,1144.86,1144.89
a,a,1140.49,1140.66,DT,slumlordreach,a,a,3,1144.99,1145.16
telescope,telescope,1141.04,1141.52,NN,slumlordreach,telescope,telescope,3,1145.54,1146.02
ocular,<unk>,1141.54,1142.04,NN,slumlordreach,ocular,ocular,3,1146.04,1146.54
on,on,1142.05,1142.19,IN,slumlordreach,on,on,3,1146.55,1146.69
the,the,1142.19,1142.26,DT,slumlordreach,the,the,3,1146.69,1146.76
other,other,1142.26,1142.48,JJ,slumlordreach,other,other,3,1146.76,1146.98
end,end,1142.48,1142.81,NN,slumlordreach,end,end,3,1146.98,1147.31
and,and,1143.139999,1143.639999,CC,slumlordreach,and,and,3,1147.639999,1148.139999
uh,,,,NN,slumlordreach,uh,uh,3,,
you,you,1143.75,1143.95,PRP,slumlordreach,you,you,3,1148.25,1148.45
could,could,1143.95,1144.07,MD,slumlordreach,could,could,3,1148.45,1148.57
use,use,1144.07,1144.25,VB,slumlordreach,use,use,3,1148.57,1148.75
it,it,1144.25,1144.35,PRP,slumlordreach,it,it,3,1148.75,1148.85
to,to,1144.349999,1144.409999,TO,slumlordreach,to,to,3,1148.849999,1148.909999
go,go,1144.41,1144.53,VB,slumlordreach,go,go,3,1148.91,1149.03
out,out,1144.53,1144.64,RP,slumlordreach,out,out,3,1149.03,1149.14
in,,,,IN,slumlordreach,in,in,3,,
the,the,1144.65,1144.74,DT,slumlordreach,the,the,3,1149.15,1149.24
middle,middle,1144.74,1144.89,NN,slumlordreach,middle,middle,3,1149.24,1149.39
of,of,1144.889999,1144.949999,IN,slumlordreach,of,of,3,1149.389999,1149.449999
the,the,1144.95,1145.01,DT,slumlordreach,the,the,3,1149.45,1149.51
night,night,1145.01,1145.35,NN,slumlordreach,night,night,3,1149.51,1149.85
and,and,1145.349999,1145.529999,CC,slumlordreach,and,and,3,1149.849999,1150.029999
hunt,hunt,1145.54,1145.78,VB,slumlordreach,hunt,hunt,3,1150.04,1150.28
the,the,1145.79,1145.89,DT,slumlordreach,the,the,3,1150.29,1150.39
cat,cat,1145.889999,1146.259999,NN,slumlordreach,cat,cat,3,1150.389999,1150.759999
in,in,1146.28,1146.42,IN,slumlordreach,in,in,3,1150.78,1150.92
the,the,1146.42,1146.5,DT,slumlordreach,the,the,3,1150.92,1151.0
backyard,backyard,1146.5,1147.01,NN,slumlordreach,backyard,backyard,3,1151.0,1151.51
at,at,1147.009999,1147.089999,IN,slumlordreach,at,at,3,1151.509999,1151.589999
midnight,midnight,1147.09,1147.51,NN,slumlordreach,midnight,midnight,3,1151.59,1152.01
And,and,1148.389999,1148.739999,CC,slumlordreach,and,and,3,1152.889999,1153.239999
of,,,,IN,slumlordreach,of,of,3,,
course,,,,NN,slumlordreach,course,course,3,,
this,this,1149.469999,1149.5899989999998,DT,slumlordreach,this,this,3,1153.969999,1154.0899989999998
actually,actually,1149.589999,1149.829999,RB,slumlordreach,actually,actually,3,1154.089999,1154.329999
became,became,1149.83,1150.14,VBD,slumlordreach,became,became,3,1154.33,1154.64
the,the,1150.139999,1150.219999,DT,slumlordreach,the,the,3,1154.639999,1154.719999
basis,basis,1150.219999,1150.689999,NN,slumlordreach,basis,basis,3,1154.719999,1155.189999
of,of,1150.690001,1150.860001,IN,slumlordreach,of,of,3,1155.190001,1155.360001
what,what,1150.859999,1151.089999,WP,slumlordreach,what,what,3,1155.359999,1155.589999
a,a,1151.15,1151.27,DT,slumlordreach,a,a,3,1155.65,1155.77
decade,decade,1151.27,1151.8,NN,slumlordreach,decade,decade,3,1155.77,1156.3
later,later,1151.799999,1152.139999,RB,slumlordreach,later,later,3,1156.299999,1156.639999
became,became,1152.14,1152.5700000000002,VBD,slumlordreach,became,became,3,1156.64,1157.0700000000002
night,night,1152.57,1152.78,NN,slumlordreach,night,night,3,1157.07,1157.28
vision,vision,1152.78,1153.1,NN,slumlordreach,vision,vision,3,1157.28,1157.6
scopes,scopes,1153.1,1153.6799999999998,NNS,slumlordreach,scope,scopes,3,1157.6,1158.1799999999998
But,but,1154.06,1154.29,CC,slumlordreach,but,but,3,1158.56,1158.79
uh,,,,NNS,slumlordreach,uh,uh,3,,
but,,,,CC,slumlordreach,but,but,3,,
that,that,1154.82,1154.9399999999998,IN,slumlordreach,that,that,3,1159.32,1159.4399999999998
word,word,1154.94,1155.12,NN,slumlordreach,word,word,3,1159.44,1159.62
didn't,didn't,1155.12,1155.3,VB,slumlordreach,didn't,didn't,3,1159.62,1159.8
even,even,1155.3,1155.41,RB,slumlordreach,even,even,3,1159.8,1159.91
exist,exist,1155.41,1155.92,VBP,slumlordreach,exist,exist,3,1159.91,1160.42
when,when,1156.1,1156.25,WRB,slumlordreach,when,when,3,1160.6,1160.75
we,we,1156.25,1156.34,PRP,slumlordreach,we,we,3,1160.75,1160.84
were,were,1156.34,1156.47,VBD,slumlordreach,were,were,3,1160.84,1160.97
playing,playing,1156.47,1156.71,VBG,slumlordreach,playing,playing,3,1160.97,1161.21
with,with,1156.71,1156.82,IN,slumlordreach,with,with,3,1161.21,1161.32
it,it,1156.82,1156.88,PRP,slumlordreach,it,it,3,1161.32,1161.38
in,in,1156.88,1156.94,IN,slumlordreach,in,in,3,1161.38,1161.44
the,the,1156.94,1157.04,DT,slumlordreach,the,the,3,1161.44,1161.54
backyard,backyard,1157.04,1157.39,NN,slumlordreach,backyard,backyard,3,1161.54,1161.89
And,and,1157.39,1157.45,CC,slumlordreach,and,and,3,1161.89,1161.95
that,,,,DT,slumlordreach,that,that,3,,
was,was,1157.52,1157.63,VBD,slumlordreach,wa,was,3,1162.02,1162.13
just,just,1157.63,1157.7900000000002,RB,slumlordreach,just,just,3,1162.13,1162.2900000000002
one,one,1157.79,1157.9,CD,slumlordreach,one,one,3,1162.29,1162.4
of,of,1157.9,1158.0400000000002,IN,slumlordreach,of,of,3,1162.4,1162.5400000000002
many,many,1158.04,1158.51,JJ,slumlordreach,many,many,3,1162.54,1163.01
you,you,1159.01,1159.15,PRP,slumlordreach,you,you,3,1163.51,1163.65
know,know,1159.15,1159.2900000000002,VBP,slumlordreach,know,know,3,1163.65,1163.7900000000002
such,such,1159.29,1159.76,JJ,slumlordreach,such,such,3,1163.79,1164.26
experiences,experiences,1159.88,1160.75,NNS,slumlordreach,experience,experiences,3,1164.38,1165.25
But,but,1161.77,1162.07,CC,slumlordreach,but,but,3,1166.27,1166.57
when,when,1162.25,1162.45,WRB,slumlordreach,when,when,3,1166.75,1166.95
I,i,1162.45,1162.51,NN,slumlordreach,i,i,3,1166.95,1167.01
entered,entered,1162.51,1162.7,VBD,slumlordreach,entered,entered,3,1167.01,1167.2
high,high,1162.7,1162.9,JJ,slumlordreach,high,high,3,1167.2,1167.4
school,school,1162.9,1163.2900000000002,NN,slumlordreach,school,school,3,1167.4,1167.7900000000002
I,i,1163.29,1163.33,NN,slumlordreach,i,i,3,1167.79,1167.83
had,had,1163.33,1163.4299999999998,VBD,slumlordreach,had,had,3,1167.83,1167.9299999999998
another,another,1163.429999,1163.959999,DT,slumlordreach,another,another,3,1167.929999,1168.459999
kind,kind,1164.15,1164.2900000000002,NN,slumlordreach,kind,kind,3,1168.65,1168.7900000000002
of,of,1164.29,1164.4,IN,slumlordreach,of,of,3,1168.79,1168.9
pivotal,pivotal,1164.4,1165.0500000000002,JJ,slumlordreach,pivotal,pivotal,3,1168.9,1169.5500000000002
life,life,1165.25,1165.62,NN,slumlordreach,life,life,3,1169.75,1170.12
moment,moment,1165.62,1166.06,NN,slumlordreach,moment,moment,3,1170.12,1170.56
I,i,1166.86,1166.9699999999998,NN,slumlordreach,i,i,3,1171.36,1171.4699999999998
had,had,1166.969999,1167.189999,VBD,slumlordreach,had,had,3,1171.469999,1171.689999
uh,uh,1167.19,1167.3200000000002,JJ,slumlordreach,uh,uh,3,1171.69,1171.8200000000002
my,my,1167.349999,1167.489999,PRP$,slumlordreach,my,my,3,1171.849999,1171.989999
sister,sister,1167.49,1167.81,NN,slumlordreach,sister,sister,3,1171.99,1172.31
in,in,1167.809999,1167.909999,IN,slumlordreach,in,in,3,1172.309999,1172.409999
law,law,1167.91,1168.0500000000002,NN,slumlordreach,law,law,3,1172.41,1172.5500000000002
gave,gave,1168.049999,1168.279999,VBD,slumlordreach,gave,gave,3,1172.549999,1172.779999
me,me,1168.279999,1168.369999,PRP,slumlordreach,me,me,3,1172.779999,1172.869999
a,a,1168.369999,1168.419999,DT,slumlordreach,a,a,3,1172.869999,1172.919999
book,book,1168.42,1168.85,NN,slumlordreach,book,book,3,1172.92,1173.35
uh,uh,1168.85,1169.23,IN,slumlordreach,uh,uh,3,1173.35,1173.73
the,the,1169.24,1169.38,DT,slumlordreach,the,the,3,1173.74,1173.88
Lord,lord,1169.379999,1169.549999,NN,slumlordreach,lord,lord,3,1173.879999,1174.049999
of,of,1169.549999,1169.599999,IN,slumlordreach,of,of,3,1174.049999,1174.099999
the,the,1169.6,1169.66,DT,slumlordreach,the,the,3,1174.1,1174.16
Rings,rings,1169.66,1170.13,NNS,slumlordreach,ring,rings,3,1174.16,1174.63
uh,uh,1170.799999,1171.049999,NN,slumlordreach,uh,uh,3,1175.299999,1175.549999
and,and,1171.049999,1171.219999,CC,slumlordreach,and,and,3,1175.549999,1175.719999
that,that,1171.22,1171.37,DT,slumlordreach,that,that,3,1175.72,1175.87
same,same,1171.37,1171.6799999999998,JJ,slumlordreach,same,same,3,1175.87,1176.1799999999998
year,year,1171.69,1172.15,NN,slumlordreach,year,year,3,1176.19,1176.65
a,a,1172.19,1172.49,DT,slumlordreach,a,a,3,1176.69,1176.99
game,game,1172.5,1172.9,NN,slumlordreach,game,game,3,1177.0,1177.4
called,called,1172.9,1173.13,VBN,slumlordreach,called,called,3,1177.4,1177.63
Dungeons,dungeons,1173.14,1173.5600000000002,NNS,slumlordreach,dungeon,dungeons,3,1177.64,1178.0600000000002
and,and,1173.56,1173.69,CC,slumlordreach,and,and,3,1178.06,1178.19
Dragons,dragons,1173.69,1174.18,NNS,slumlordreach,dragon,dragons,3,1178.19,1178.68
was,was,1174.18,1174.34,VBD,slumlordreach,wa,was,3,1178.68,1178.84
published,published,1174.34,1174.83,VBN,slumlordreach,published,published,3,1178.84,1179.33
And,and,1175.5,1175.7,CC,slumlordreach,and,and,3,1180.0,1180.2
that’s,that's,1175.7,1175.84,NN,slumlordreach,that’s,that’s,3,1180.2,1180.34
also,also,1175.84,1176.12,RB,slumlordreach,also,also,3,1180.34,1180.62
the,the,1176.12,1176.2399999999998,DT,slumlordreach,the,the,3,1180.62,1180.7399999999998
first,first,1176.24,1176.66,JJ,slumlordreach,first,first,3,1180.74,1181.16
year,year,1176.66,1176.97,NN,slumlordreach,year,year,3,1181.16,1181.47
that,that,1176.97,1177.18,IN,slumlordreach,that,that,3,1181.47,1181.68
personal,personal,1177.2,1177.59,JJ,slumlordreach,personal,personal,3,1181.7,1182.09
computers,computers,1177.59,1178.41,NNS,slumlordreach,computer,computers,3,1182.09,1182.91
came,came,1178.55,1178.75,VBD,slumlordreach,came,came,3,1183.05,1183.25
into,into,1178.75,1178.95,IN,slumlordreach,into,into,3,1183.25,1183.45
existence,existence,1178.95,1179.55,NN,slumlordreach,existence,existence,3,1183.45,1184.05
And,and,1180.11,1180.27,CC,slumlordreach,and,and,3,1184.61,1184.77
I,i,1180.27,1180.32,NN,slumlordreach,i,i,3,1184.77,1184.82
actually,actually,1180.32,1180.52,RB,slumlordreach,actually,actually,3,1184.82,1185.02
fell,fell,1180.52,1180.66,VBD,slumlordreach,fell,fell,3,1185.02,1185.16
in,in,1180.66,1180.73,IN,slumlordreach,in,in,3,1185.16,1185.23
love,love,1180.73,1180.85,NN,slumlordreach,love,love,3,1185.23,1185.35
with,with,1180.849999,1180.879999,IN,slumlordreach,with,with,3,1185.349999,1185.379999
all,all,1180.889999,1181.189999,DT,slumlordreach,all,all,3,1185.389999,1185.689999
three,three,1181.19,1181.47,CD,slumlordreach,three,three,3,1185.69,1185.97
of,of,1181.469999,1181.5599989999998,IN,slumlordreach,of,of,3,1185.969999,1186.0599989999998
those,those,1181.559999,1182.009999,DT,slumlordreach,those,those,3,1186.059999,1186.509999
And,and,1183.94,1184.55,CC,slumlordreach,and,and,3,1188.44,1189.05
so,so,1184.599999,1185.019999,RB,slumlordreach,so,so,3,1189.099999,1189.519999
in,in,1185.02,1185.19,IN,slumlordreach,in,in,3,1189.52,1189.69
the,the,1185.19,1185.45,DT,slumlordreach,the,the,3,1189.69,1189.95
early,early,1185.49,1185.86,JJ,slumlordreach,early,early,3,1189.99,1190.36
seventies,seventies,1185.87,1186.29,NNS,slumlordreach,seventy,seventies,3,1190.37,1190.79
or,or,1186.289999,1186.339999,CC,slumlordreach,or,or,3,1190.789999,1190.839999
mid,mid,1186.34,1186.53,JJ,slumlordreach,mid,mid,3,1190.84,1191.03
seventies,seventies,1186.529999,1187.049999,NNS,slumlordreach,seventy,seventies,3,1191.029999,1191.549999
I,i,1187.09,1187.3,VBP,slumlordreach,i,i,3,1191.59,1191.8
became,became,1187.299999,1187.7099990000002,VBD,slumlordreach,became,became,3,1191.799999,1192.2099990000002
one,one,1187.709999,1187.7999989999998,CD,slumlordreach,one,one,3,1192.209999,1192.2999989999998
of,of,1187.799999,1187.849999,IN,slumlordreach,of,of,3,1192.299999,1192.349999
the,the,1187.85,1187.9199999999998,DT,slumlordreach,the,the,3,1192.35,1192.4199999999998
very,very,1187.92,1188.21,RB,slumlordreach,very,very,3,1192.42,1192.71
first,first,1188.209999,1188.5699989999998,JJ,slumlordreach,first,first,3,1192.709999,1193.0699989999998
ever,ever,1188.63,1188.99,RB,slumlordreach,ever,ever,3,1193.13,1193.49
people,people,1189.01,1189.33,NNS,slumlordreach,people,people,3,1193.51,1193.83
ever,ever,1189.35,1189.81,RB,slumlordreach,ever,ever,3,1193.85,1194.31
to,to,1190.09,1190.28,TO,slumlordreach,to,to,3,1194.59,1194.78
begin,begin,1190.28,1190.82,VB,slumlordreach,begin,begin,3,1194.78,1195.32
to,to,1190.83,1191.13,TO,slumlordreach,to,to,3,1195.33,1195.63
write,write,1191.13,1191.5400000000002,VB,slumlordreach,write,write,3,1195.63,1196.0400000000002
computer,computer,1191.59,1191.9499999999998,NN,slumlordreach,computer,computer,3,1196.09,1196.4499999999998
programs,programs,1191.95,1192.35,NNS,slumlordreach,program,programs,3,1196.45,1196.85
and,and,1192.35,1192.4599999999998,CC,slumlordreach,and,and,3,1196.85,1196.9599999999998
games,games,1192.46,1193.08,NNS,slumlordreach,game,games,3,1196.96,1197.58
on,on,1193.44,1193.8300000000002,IN,slumlordreach,on,on,3,1197.94,1198.3300000000002
personal,personal,1193.86,1194.13,JJ,slumlordreach,personal,personal,3,1198.36,1198.63
computers,computers,1194.13,1194.72,NNS,slumlordreach,computer,computers,3,1198.63,1199.22
And,and,1195.44,1195.94,CC,slumlordreach,and,and,3,1199.94,1200.44
what,what,1196.04,1196.15,WP,slumlordreach,what,what,3,1200.54,1200.65
was,was,1196.15,1196.2900000000002,VBD,slumlordreach,wa,was,3,1200.65,1200.7900000000002
funny,funny,1196.29,1196.47,JJ,slumlordreach,funny,funny,3,1200.79,1200.97
about,about,1196.47,1196.68,IN,slumlordreach,about,about,3,1200.97,1201.18
the,the,1196.69,1196.8200000000002,DT,slumlordreach,the,the,3,1201.19,1201.3200000000002
school,school,1196.82,1197.12,NN,slumlordreach,school,school,3,1201.32,1201.62
I,i,1197.12,1197.1899999999998,NN,slumlordreach,i,i,3,1201.62,1201.6899999999998
went,went,1197.19,1197.35,VBD,slumlordreach,went,went,3,1201.69,1201.85
to,to,1197.349999,1197.509999,TO,slumlordreach,to,to,3,1201.849999,1202.009999
is,is,1197.51,1197.63,VBZ,slumlordreach,is,is,3,1202.01,1202.13
we,we,1197.63,1197.74,PRP,slumlordreach,we,we,3,1202.13,1202.24
had,had,1197.74,1197.92,VBD,slumlordreach,had,had,3,1202.24,1202.42
one,one,1197.92,1198.15,CD,slumlordreach,one,one,3,1202.42,1202.65
computer,computer,1198.15,1198.48,NN,slumlordreach,computer,computer,3,1202.65,1202.98
terminal,terminal,1198.48,1198.81,NN,slumlordreach,terminal,terminal,3,1202.98,1203.31
back,back,1198.82,1199.07,RB,slumlordreach,back,back,3,1203.32,1203.57
in,in,1199.08,1199.1799999999998,IN,slumlordreach,in,in,3,1203.58,1203.6799999999998
the,the,1199.179999,1199.259999,DT,slumlordreach,the,the,3,1203.679999,1203.759999
seventies,seventies,1199.259999,1199.789999,NNS,slumlordreach,seventy,seventies,3,1203.759999,1204.289999
But,but,1200.29,1200.58,CC,slumlordreach,but,but,3,1204.79,1205.08
there,there,1200.61,1200.7199999999998,EX,slumlordreach,there,there,3,1205.11,1205.2199999999998
was,was,1200.719999,1200.8399989999998,VBD,slumlordreach,wa,was,3,1205.219999,1205.3399989999998
no,no,1200.84,1200.99,DT,slumlordreach,no,no,3,1205.34,1205.49
class,class,1200.99,1201.33,NN,slumlordreach,class,class,3,1205.49,1205.83
that,,,,IN,slumlordreach,that,that,3,,
used,,,,VBD,slumlordreach,used,used,3,,
it,it,1201.63,1201.7900000000002,PRP,slumlordreach,it,it,3,1206.13,1206.2900000000002
No,no,1201.79,1201.94,DT,slumlordreach,no,no,3,1206.29,1206.44
teacher,teacher,1201.94,1202.25,RB,slumlordreach,teacher,teacher,3,1206.44,1206.75
knew,knew,1202.25,1202.36,VB,slumlordreach,knew,knew,3,1206.75,1206.86
how,how,1202.36,1202.4499999999998,WRB,slumlordreach,how,how,3,1206.86,1206.9499999999998
to,to,1202.45,1202.52,TO,slumlordreach,to,to,3,1206.95,1207.02
use,use,1202.52,1202.81,VB,slumlordreach,use,use,3,1207.02,1207.31
it,it,1202.809999,1202.999999,PRP,slumlordreach,it,it,3,1207.309999,1207.499999
There,there,1203.309999,1203.409999,EX,slumlordreach,there,there,3,1207.809999,1207.909999
was,was,1203.41,1203.49,VBD,slumlordreach,wa,was,3,1207.91,1207.99
no,no,1203.49,1203.62,DT,slumlordreach,no,no,3,1207.99,1208.12
curriculum,curriculum,1203.62,1204.2299999999998,NN,slumlordreach,curriculum,curriculum,3,1208.12,1208.7299999999998
for,for,1204.23,1204.46,IN,slumlordreach,for,for,3,1208.73,1208.96
it,it,1204.459999,1204.619999,PRP,slumlordreach,it,it,3,1208.959999,1209.119999
But,but,1204.629999,1204.799999,CC,slumlordreach,but,but,3,1209.129999,1209.299999
I,i,1204.799999,1204.9399990000002,VB,slumlordreach,i,i,3,1209.299999,1209.4399990000002
fell,fell,1204.949999,1205.159999,VBD,slumlordreach,fell,fell,3,1209.449999,1209.659999
in,in,1205.16,1205.24,IN,slumlordreach,in,in,3,1209.66,1209.74
love,love,1205.24,1205.44,NN,slumlordreach,love,love,3,1209.74,1209.94
with,with,1205.440001,1205.5600009999998,IN,slumlordreach,with,with,3,1209.940001,1210.0600009999998
it,it,1205.559999,1205.769999,PRP,slumlordreach,it,it,3,1210.059999,1210.269999
And,and,1206.039999,1206.249999,CC,slumlordreach,and,and,3,1210.539999,1210.749999
since,since,1206.25,1206.46,IN,slumlordreach,since,since,3,1210.75,1210.96
I,i,1206.46,1206.53,NN,slumlordreach,i,i,3,1210.96,1211.03
was,was,1206.53,1206.68,VBD,slumlordreach,wa,was,3,1211.03,1211.18
an,an,1206.68,1206.8,DT,slumlordreach,an,an,3,1211.18,1211.3
active,active,1206.81,1207.31,JJ,slumlordreach,active,active,3,1211.31,1211.81
student,student,1207.32,1207.85,NN,slumlordreach,student,student,3,1211.82,1212.35
of,of,1207.87,1208.06,IN,slumlordreach,of,of,3,1212.37,1212.56
science,science,1208.06,1208.59,NN,slumlordreach,science,science,3,1212.56,1213.09
at,at,1208.61,1208.7099999999998,IN,slumlordreach,at,at,3,1213.11,1213.2099999999998
the,the,1208.71,1208.76,DT,slumlordreach,the,the,3,1213.21,1213.26
time,time,1208.76,1209.04,NN,slumlordreach,time,time,3,1213.26,1213.54
I,i,1209.04,1209.1,NN,slumlordreach,i,i,3,1213.54,1213.6
competed,competed,1209.1,1209.49,VBN,slumlordreach,competed,competed,3,1213.6,1213.99
in,in,1209.49,1209.63,IN,slumlordreach,in,in,3,1213.99,1214.13
science,science,1209.63,1210.0,NN,slumlordreach,science,science,3,1214.13,1214.5
fairs,fairs,1210.0,1210.29,NNS,slumlordreach,fair,fairs,3,1214.5,1214.79
and,and,1210.29,1210.4,CC,slumlordreach,and,and,3,1214.79,1214.9
things,things,1210.4,1210.7900000000002,NNS,slumlordreach,thing,things,3,1214.9,1215.2900000000002
you,you,1210.79,1210.86,PRP,slumlordreach,you,you,3,1215.29,1215.36
know,know,1210.86,1210.9699999999998,VBP,slumlordreach,know,know,3,1215.36,1215.4699999999998
throughout,throughout,1210.97,1211.36,IN,slumlordreach,throughout,throughout,3,1215.47,1215.86
my,my,1211.36,1211.66,PRP$,slumlordreach,my,my,3,1215.86,1216.16
uh,uh,1211.66,1211.88,JJ,slumlordreach,uh,uh,3,1216.16,1216.38
tenure,tenure,1211.94,1212.26,NN,slumlordreach,tenure,tenure,3,1216.44,1216.76
in,in,1212.26,1212.37,IN,slumlordreach,in,in,3,1216.76,1216.87
school,school,1212.37,1212.85,NN,slumlordreach,school,school,3,1216.87,1217.35
So,so,1213.1,1213.23,RB,slumlordreach,so,so,3,1217.6,1217.73
this,this,1213.23,1213.4,DT,slumlordreach,this,this,3,1217.73,1217.9
the,the,1213.86,1213.99,DT,slumlordreach,the,the,3,1218.36,1218.49
faculty,faculty,1213.99,1214.42,NN,slumlordreach,faculty,faculty,3,1218.49,1218.92
knew,knew,1214.42,1214.71,VBD,slumlordreach,knew,knew,3,1218.92,1219.21
that,that,1214.71,1214.82,IN,slumlordreach,that,that,3,1219.21,1219.32
I,i,1214.82,1214.87,NN,slumlordreach,i,i,3,1219.32,1219.37
was,was,1214.87,1214.9899999999998,VBD,slumlordreach,wa,was,3,1219.37,1219.4899999999998
a,a,1214.99,1215.07,DT,slumlordreach,a,a,3,1219.49,1219.57
self,self,1215.07,1215.33,JJ,slumlordreach,self,self,3,1219.57,1219.83
starter,starter,1215.33,1215.64,NN,slumlordreach,starter,starter,3,1219.83,1220.14
and,and,1215.639999,1215.769999,CC,slumlordreach,and,and,3,1220.139999,1220.269999
could,could,1215.77,1215.95,MD,slumlordreach,could,could,3,1220.27,1220.45
do,do,1215.96,1216.18,VB,slumlordreach,do,do,3,1220.46,1220.68
independent,independent,1216.179999,1216.559999,JJ,slumlordreach,independent,independent,3,1220.679999,1221.059999
projects,projects,1216.57,1217.04,NNS,slumlordreach,project,projects,3,1221.07,1221.54
So,so,1217.05,1217.08,RB,slumlordreach,so,so,3,1221.55,1221.58
they,they,1217.08,1217.1899999999998,PRP,slumlordreach,they,they,3,1221.58,1221.6899999999998
let,let,1217.19,1217.3,VBP,slumlordreach,let,let,3,1221.69,1221.8
me,me,1217.3,1217.4,PRP,slumlordreach,me,me,3,1221.8,1221.9
have,have,1217.4,1217.52,VB,slumlordreach,have,have,3,1221.9,1222.02
my,my,1217.52,1217.66,PRP$,slumlordreach,my,my,3,1222.02,1222.16
own,own,1217.66,1217.89,JJ,slumlordreach,own,own,3,1222.16,1222.39
classroom,classroom,1217.889999,1218.569999,NN,slumlordreach,classroom,classroom,3,1222.389999,1223.069999
no,no,1219.07,1219.29,DT,slumlordreach,no,no,3,1223.57,1223.79
teacher,teacher,1219.29,1219.66,NN,slumlordreach,teacher,teacher,3,1223.79,1224.16
no,no,1219.66,1219.8300000000002,DT,slumlordreach,no,no,3,1224.16,1224.3300000000002
curriculum,curriculum,1219.83,1220.52,NN,slumlordreach,curriculum,curriculum,3,1224.33,1225.02
no,no,1220.559999,1220.929999,RB,slumlordreach,no,no,3,1225.059999,1225.429999
nothing,nothing,1220.969999,1221.229999,NN,slumlordreach,nothing,nothing,3,1225.469999,1225.729999
to,to,1221.23,1221.31,TO,slumlordreach,to,to,3,1225.73,1225.81
turn,turn,1221.309999,1221.549999,VB,slumlordreach,turn,turn,3,1225.809999,1226.049999
in,in,1221.549999,1221.869999,IN,slumlordreach,in,in,3,1226.049999,1226.369999
All,all,1222.289999,1222.479999,DT,slumlordreach,all,all,3,1226.789999,1226.979999
I,i,1222.48,1222.54,NN,slumlordreach,i,i,3,1226.98,1227.04
had,,,,VBD,slumlordreach,had,had,3,,
to,to,1222.559999,1222.639999,TO,slumlordreach,to,to,3,1227.059999,1227.139999
do,do,1222.639999,1222.769999,VB,slumlordreach,do,do,3,1227.139999,1227.269999
was,was,1222.77,1222.88,VBD,slumlordreach,wa,was,3,1227.27,1227.38
